Id,OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,BsmtFinSF1,2ndFlrSF,GarageCars,YearBuilt,GarageArea
1891,6,1072,547.0,1072,547.0,0,2.0,2005,525.0
1892,4,876,876.0,876,332.0,0,1.0,1959,320.0
1893,5,1368,1078.0,1368,1078.0,0,1.0,1950,195.0
1894,5,1678,1678.0,1678,0.0,0,0.0,1959,0.0
1895,5,1560,1150.0,1560,546.0,0,1.0,1956,313.0
1896,5,1298,720.0,854,626.0,444,1.0,1941,256.0
1897,5,1268,832.0,832,832.0,436,1.0,1938,250.0
1898,6,1242,583.0,647,0.0,595,1.0,1935,180.0
1899,6,1232,816.0,1232,0.0,0,2.0,1916,440.0
1900,7,1228,600.0,628,0.0,600,1.0,1918,215.0
1901,5,1567,840.0,840,728.0,727,2.0,1940,440.0
1902,5,1273,1273.0,1273,793.0,0,1.0,1960,307.0
1903,7,2480,920.0,1240,246.0,1240,2.0,1940,400.0
1904,5,1112,1112.0,1112,154.0,0,1.0,1954,390.0
1905,6,1561,1561.0,1561,65.0,0,2.0,1960,463.0
1906,5,1523,1067.0,986,312.0,537,1.0,1949,295.0
1907,6,1906,1310.0,1906,784.0,0,2.0,1954,576.0
1908,6,1032,516.0,516,0.0,516,2.0,1980,452.0
1909,6,1229,561.0,561,471.0,668,2.0,1980,462.0
1910,6,1229,561.0,561,0.0,668,2.0,1980,462.0
1911,6,1982,572.0,1182,454.0,800,2.0,1986,501.0
1912,7,2365,1803.0,2365,803.0,0,2.0,1971,551.0
1913,5,2168,760.0,928,0.0,928,2.0,1900,576.0
1914,4,572,572.0,572,0.0,0,1.0,1925,200.0
1915,8,1648,1596.0,1648,1476.0,0,2.0,2007,482.0
1916,2,810,0.0,810,0.0,0,1.0,1910,280.0
1917,8,2052,1107.0,1040,445.0,1012,3.0,2000,642.0
1918,6,926,902.0,926,767.0,0,1.0,1977,351.0
1919,6,1287,957.0,1287,841.0,0,2.0,1977,541.0
1920,5,1595,1582.0,1595,55.0,0,2.0,1991,672.0
1921,9,2036,2190.0,2036,1758.0,0,3.0,2008,780.0
1922,9,1641,1641.0,1641,1115.0,0,3.0,2008,885.0
1923,6,2237,712.0,1375,462.0,862,2.0,1980,440.0
1924,7,1479,1645.0,1479,904.0,0,2.0,1987,578.0
1925,7,2014,912.0,1072,0.0,942,2.0,2003,486.0
1926,9,1978,1978.0,1978,1640.0,0,3.0,2007,920.0
1927,5,1008,1008.0,1008,532.0,0,1.0,1968,384.0
1928,5,1404,1188.0,1404,594.0,0,2.0,1969,504.0
1929,5,796,796.0,796,720.0,0,1.0,1972,336.0
1930,6,1091,384.0,1091,114.0,0,1.0,1993,429.0
1931,5,883,828.0,883,718.0,0,2.0,1992,698.0
1932,5,1287,624.0,624,330.0,663,2.0,1992,440.0
1933,5,1632,784.0,784,496.0,848,2.0,1969,898.0
1934,6,1604,926.0,926,706.0,678,2.0,1997,470.0
1935,6,1470,680.0,680,476.0,790,2.0,1995,420.0
1936,6,1604,926.0,926,851.0,678,2.0,1998,472.0
1937,6,1636,916.0,916,138.0,720,2.0,1996,386.0
1938,5,1384,1348.0,1384,450.0,0,2.0,1996,404.0
1939,8,1682,1664.0,1682,656.0,0,2.0,1997,528.0
1940,8,1280,1280.0,1280,0.0,0,2.0,1992,506.0
1941,6,1633,932.0,932,0.0,701,2.0,1998,460.0
1942,6,1709,836.0,851,504.0,858,2.0,1991,416.0
1943,8,1337,1337.0,1337,319.0,0,2.0,1989,462.0
1944,8,2500,1168.0,1168,16.0,1332,3.0,2005,683.0
1945,9,1884,1884.0,1884,1337.0,0,3.0,2004,670.0
1946,6,1474,1632.0,1474,0.0,0,2.0,1952,495.0
1947,9,1710,1710.0,1710,1034.0,0,2.0,2007,557.0
1948,6,1488,1488.0,1488,0.0,0,2.0,1950,738.0
1949,7,1688,1675.0,1688,983.0,0,2.0,1988,528.0
1950,7,1260,1260.0,1260,747.0,0,2.0,1983,598.0
1951,7,2064,2048.0,2064,1206.0,0,2.0,1978,550.0
1952,7,1782,1782.0,1782,864.0,0,2.0,1979,551.0
1953,6,1211,1211.0,1211,890.0,0,2.0,1976,461.0
1954,7,2044,738.0,1277,0.0,767,2.0,1980,489.0
1955,5,1308,720.0,720,280.0,588,2.0,1969,484.0
1956,7,2840,1420.0,1420,988.0,1420,4.0,1978,1314.0
1957,6,1444,1444.0,1444,0.0,0,2.0,1976,473.0
1958,8,2340,1236.0,1236,1023.0,1104,3.0,1996,787.0
1959,5,1792,896.0,896,0.0,896,2.0,1974,480.0
1960,4,936,936.0,936,252.0,0,1.0,1969,288.0
1961,5,864,864.0,864,119.0,0,2.0,1971,576.0
1962,6,987,483.0,483,458.0,504,1.0,1973,264.0
1963,6,987,483.0,483,483.0,504,1.0,1972,352.0
1964,5,1302,630.0,630,350.0,672,1.0,1972,264.0
1965,6,1456,855.0,855,286.0,601,2.0,1975,460.0
1966,7,1055,1055.0,1055,378.0,0,2.0,1977,440.0
1967,8,1582,1582.0,1582,1012.0,0,3.0,2007,905.0
1968,8,2464,2418.0,2464,1728.0,0,3.0,2007,650.0
1969,9,1950,1950.0,1950,1375.0,0,3.0,2007,706.0
1970,9,2748,1850.0,1850,1420.0,898,3.0,2006,850.0
1971,10,2790,1620.0,1632,1082.0,1158,4.0,2005,1150.0
1972,9,2331,1414.0,1414,1249.0,917,3.0,2005,1003.0
1973,8,2088,948.0,948,40.0,1140,3.0,2007,656.0
1974,8,2332,1148.0,1170,856.0,1162,3.0,2004,756.0
1975,10,2470,2535.0,2470,2257.0,0,3.0,2003,789.0
1976,8,1575,1603.0,1575,1149.0,0,3.0,2003,732.0
1977,8,2649,1479.0,1515,1075.0,1134,3.0,2001,746.0
1978,8,2690,1765.0,1804,0.0,886,3.0,2003,795.0
1979,9,1866,1858.0,1866,372.0,0,3.0,2008,870.0
1980,7,1367,1367.0,1367,20.0,0,2.0,2005,484.0
1981,9,1800,1800.0,1800,1204.0,0,3.0,2007,944.0
1982,8,1342,1342.0,1342,846.0,0,2.0,2006,550.0
1983,8,1342,1342.0,1342,24.0,0,2.0,2006,550.0
1984,7,1626,764.0,764,0.0,862,2.0,2003,474.0
1985,7,1455,1415.0,1455,1073.0,0,3.0,2003,644.0
1986,7,1576,1393.0,1576,1087.0,0,3.0,2004,668.0
1987,7,1246,1146.0,1246,0.0,0,2.0,2007,428.0
1988,6,1515,789.0,813,0.0,702,2.0,2004,393.0
1989,7,1720,840.0,840,0.0,880,2.0,2002,400.0
1990,7,1986,847.0,847,0.0,1139,2.0,2003,434.0
1991,7,1358,1350.0,1358,876.0,0,2.0,2007,484.0
1992,7,1892,982.0,1008,544.0,884,2.0,2000,431.0
1993,7,1414,707.0,707,0.0,707,2.0,2002,403.0
1994,7,2322,1037.0,1037,870.0,1285,2.0,1999,400.0
1995,7,1651,831.0,873,0.0,778,2.0,1999,450.0
1996,8,2199,1173.0,1182,0.0,1017,2.0,1997,516.0
1997,9,2172,1519.0,1533,0.0,639,3.0,2000,687.0
1998,8,2006,1982.0,2006,1660.0,0,3.0,1998,938.0
1999,7,2125,1064.0,1064,851.0,1061,2.0,1996,576.0
2000,8,2501,1242.0,1251,0.0,1250,3.0,1995,751.0
2001,7,2197,1080.0,1108,228.0,1089,3.0,1993,783.0
2002,7,1578,1578.0,1578,1096.0,0,3.0,2006,642.0
2003,8,1861,1341.0,1341,0.0,520,3.0,2007,851.0
2004,8,1874,955.0,955,729.0,919,3.0,2007,880.0
2005,8,1460,1460.0,1460,666.0,0,2.0,2006,480.0
2006,8,1372,1363.0,1372,24.0,0,2.0,2007,588.0
2007,8,1660,1660.0,1660,0.0,0,3.0,2007,660.0
2008,7,1218,1218.0,1218,902.0,0,2.0,2007,462.0
2009,6,1696,835.0,835,80.0,861,2.0,2003,542.0
2010,7,1663,835.0,835,0.0,828,2.0,2003,478.0
2011,6,1175,1175.0,1175,80.0,0,0.0,2005,0.0
2012,7,1162,1162.0,1162,0.0,0,2.0,2007,483.0
2013,6,1609,754.0,754,362.0,855,2.0,1995,525.0
2014,6,1680,886.0,886,602.0,794,2.0,1993,474.0
2015,7,1657,832.0,832,537.0,825,2.0,1994,483.0
2016,6,1677,827.0,827,472.0,850,2.0,2001,627.0
2017,7,1737,836.0,844,397.0,893,2.0,1992,506.0
2018,5,984,984.0,984,53.0,0,1.0,1963,384.0
2019,5,864,864.0,864,764.0,0,1.0,1961,420.0
2020,5,890,890.0,890,890.0,0,1.0,1968,308.0
2021,5,864,864.0,864,489.0,0,1.0,1963,276.0
2022,6,1430,1430.0,1430,800.0,0,2.0,1974,484.0
2023,5,1641,1001.0,1001,190.0,640,2.0,1972,490.0
2024,6,2683,930.0,1364,704.0,1319,2.0,1990,473.0
2025,9,2786,1848.0,1827,520.0,959,2.0,1993,636.0
2026,7,1245,1235.0,1245,24.0,0,2.0,2004,495.0
2027,6,1200,600.0,600,390.0,600,2.0,2005,480.0
2028,7,1392,689.0,703,0.0,689,2.0,2007,540.0
2029,6,1549,744.0,757,550.0,792,2.0,1999,440.0
2030,9,1638,1614.0,1638,1027.0,0,2.0,2000,495.0
2031,9,1310,1310.0,1310,1004.0,0,2.0,2001,545.0
2032,9,1419,1419.0,1419,964.0,0,2.0,2001,588.0
2033,9,1557,1557.0,1557,1141.0,0,2.0,1999,484.0
2034,7,1404,672.0,684,600.0,720,2.0,1999,462.0
2035,7,1789,858.0,872,681.0,917,2.0,2001,546.0
2036,8,1586,960.0,962,612.0,624,2.0,1999,480.0
2037,8,1607,960.0,962,813.0,645,2.0,1999,480.0
2038,10,2393,970.0,1469,128.0,924,2.0,1998,846.0
2039,8,1239,1230.0,1239,560.0,0,2.0,1995,477.0
2040,9,2944,994.0,1599,410.0,1345,3.0,1977,864.0
2041,8,1671,1426.0,1671,1044.0,0,2.0,1976,550.0
2042,7,1812,952.0,952,0.0,860,2.0,2002,469.0
2043,6,1427,1427.0,1427,828.0,0,2.0,1969,516.0
2044,6,1740,1740.0,1740,301.0,0,2.0,1968,512.0
2045,7,1620,1620.0,1620,603.0,0,2.0,1967,578.0
2046,5,1625,1625.0,1625,0.0,0,2.0,1965,484.0
2047,5,1464,732.0,732,732.0,732,2.0,1968,470.0
2048,5,925,912.0,925,260.0,0,2.0,1965,576.0
2049,5,1728,1728.0,1728,0.0,0,2.0,1965,576.0
2050,7,1670,825.0,845,583.0,825,2.0,1971,464.0
2051,5,1014,0.0,1014,0.0,0,1.0,1956,267.0
2052,5,1114,1114.0,1114,0.0,0,2.0,1961,451.0
2053,5,1118,1118.0,1118,528.0,0,1.0,1960,264.0
2054,4,906,348.0,453,120.0,453,1.0,1937,231.0
2055,5,1496,1296.0,1496,658.0,0,2.0,1960,450.0
2056,5,1337,572.0,1337,32.0,0,1.0,1950,264.0
2057,5,1036,1036.0,1036,531.0,0,1.0,1953,312.0
2058,6,1988,1104.0,1104,575.0,884,2.0,1966,480.0
2059,5,1176,1176.0,1176,621.0,0,1.0,1957,292.0
2060,5,1440,1248.0,1440,1053.0,0,1.0,1959,480.0
2061,6,1570,1395.0,1570,958.0,0,2.0,1958,441.0
2062,5,1104,1104.0,1104,774.0,0,1.0,1956,384.0
2063,5,882,720.0,882,148.0,0,1.0,1952,240.0
2064,5,1152,1152.0,1152,500.0,0,2.0,1953,636.0
2065,5,950,984.0,950,624.0,0,2.0,1953,400.0
2066,6,1790,998.0,1790,0.0,0,2.0,1957,540.0
2067,5,1764,0.0,1764,0.0,0,1.0,1957,301.0
2068,5,1824,1824.0,1824,0.0,0,2.0,1957,484.0
2069,4,869,0.0,869,0.0,0,1.0,1948,390.0
2070,5,1159,747.0,747,0.0,412,1.0,1925,288.0
2071,4,672,672.0,672,0.0,0,1.0,1940,308.0
2072,5,1436,892.0,1254,0.0,182,4.0,1922,1488.0
2073,5,1044,912.0,1044,744.0,0,2.0,1968,372.0
2074,7,1312,1312.0,1312,637.0,0,2.0,1958,495.0
2075,6,1081,1081.0,1081,697.0,0,1.0,1960,401.0
2076,5,876,876.0,876,432.0,0,2.0,1951,576.0
2077,5,1256,1256.0,1256,476.0,0,1.0,1959,311.0
2078,5,1027,1027.0,1027,520.0,0,1.0,1962,299.0
2079,6,1320,768.0,819,315.0,501,2.0,1948,576.0
2080,6,984,936.0,984,0.0,0,1.0,1954,280.0
2081,6,1278,854.0,854,673.0,424,1.0,1954,240.0
2082,5,1800,1800.0,1800,0.0,0,0.0,1961,0.0
2083,5,1588,768.0,1024,370.0,564,2.0,1955,480.0
2084,5,825,825.0,825,0.0,0,1.0,1954,350.0
2085,5,1117,1117.0,1117,0.0,0,1.0,1963,264.0
2086,6,1133,192.0,1133,96.0,0,1.0,2008,308.0
2087,5,1323,780.0,948,0.0,375,2.0,1948,400.0
2088,5,1360,680.0,680,0.0,680,1.0,1910,330.0
2089,5,672,672.0,672,0.0,0,1.0,1940,256.0
2090,6,1456,728.0,728,0.0,728,1.0,1915,308.0
2091,4,1594,828.0,828,0.0,658,0.0,1910,0.0
2092,4,1656,801.0,1095,0.0,561,2.0,1940,440.0
2093,5,1740,936.0,960,360.0,780,1.0,1920,225.0
2094,7,1027,931.0,1027,0.0,0,0.0,1920,0.0
2095,6,1436,884.0,884,590.0,552,2.0,1940,828.0
2096,5,899,481.0,899,0.0,0,1.0,1910,200.0
2097,5,1080,684.0,684,0.0,396,0.0,1890,0.0
2098,5,1499,904.0,904,445.0,595,3.0,1946,869.0
2099,2,407,407.0,407,0.0,0,1.0,1946,297.0
2100,3,1588,448.0,1588,0.0,0,0.0,1949,0.0
2101,5,1627,797.0,830,0.0,797,2.0,1900,420.0
2102,7,1450,624.0,730,116.0,720,1.0,1920,288.0
2103,5,1017,346.0,709,0.0,308,1.0,1900,308.0
2104,5,2350,973.0,1377,234.0,973,2.0,1920,393.0
2105,5,1540,572.0,884,0.0,656,0.0,1905,0.0
2106,2,1086,723.0,723,0.0,363,2.0,1920,400.0
2107,7,2495,1313.0,1313,0.0,1182,2.0,1890,342.0
2108,5,984,984.0,984,200.0,0,1.0,1959,308.0
2109,4,1093,869.0,1093,0.0,0,1.0,1958,308.0
2110,5,1143,1008.0,1143,406.0,0,1.0,1928,288.0
2111,7,1668,672.0,1195,0.0,473,1.0,1945,252.0
2112,5,1738,1024.0,1144,175.0,594,1.0,1935,240.0
2113,5,1210,672.0,832,600.0,378,1.0,1941,240.0
2114,6,1290,554.0,736,0.0,554,1.0,1900,200.0
2115,6,1672,981.0,1014,521.0,658,1.0,1940,240.0
2116,5,949,949.0,949,0.0,0,2.0,1924,370.0
2117,6,1497,825.0,825,201.0,672,1.0,1937,672.0
2118,6,1342,739.0,874,264.0,468,1.0,1939,240.0
2119,6,1013,992.0,1013,0.0,0,1.0,1926,160.0
2120,5,1216,565.0,565,68.0,651,1.0,1920,355.0
2121,4,896,0.0,896,0.0,0,1.0,1946,280.0
2122,4,1136,704.0,624,80.0,512,1.0,1929,336.0
2123,5,808,0.0,808,0.0,0,1.0,1945,164.0
2124,7,2009,989.0,1245,300.0,764,2.0,1939,400.0
2125,5,1902,1100.0,1226,203.0,676,2.0,1923,576.0
2126,6,1716,810.0,1170,0.0,546,2.0,1915,672.0
2127,6,1984,1242.0,1242,196.0,742,1.0,1910,360.0
2128,6,1609,796.0,825,0.0,784,1.0,1910,228.0
2129,6,768,768.0,768,0.0,0,2.0,1930,440.0
2130,6,1536,768.0,768,372.0,768,1.0,1952,308.0
2131,6,1969,1272.0,1272,0.0,0,2.0,1938,400.0
2132,5,1308,880.0,880,0.0,428,2.0,1915,400.0
2133,6,1040,1040.0,1040,0.0,0,2.0,1925,320.0
2134,6,1236,768.0,788,121.0,448,1.0,1925,384.0
2135,5,759,451.0,759,0.0,0,2.0,1912,576.0
2136,3,1344,536.0,808,0.0,536,0.0,1915,0.0
2137,5,1054,1046.0,1054,0.0,0,1.0,1947,240.0
2138,5,1075,981.0,1075,784.0,0,2.0,1963,440.0
2139,6,1096,1008.0,1096,528.0,0,2.0,1978,484.0
2140,5,992,992.0,992,758.0,0,1.0,1967,294.0
2141,6,1034,450.0,1034,450.0,0,2.0,1978,504.0
2142,5,1073,1073.0,1073,221.0,0,1.0,1967,270.0
2143,5,1126,1060.0,1126,104.0,0,2.0,1984,506.0
2144,5,1140,1300.0,1140,1300.0,0,2.0,1920,400.0
2145,5,960,960.0,960,634.0,0,1.0,1963,300.0
2146,6,1188,988.0,1188,776.0,0,2.0,1956,621.0
2147,5,1721,988.0,1721,988.0,0,2.0,1960,626.0
2148,5,1350,576.0,864,336.0,486,3.0,1941,627.0
2149,5,904,864.0,904,704.0,0,3.0,1970,912.0
2150,7,1524,1524.0,1524,599.0,0,2.0,1979,478.0
2151,7,1079,570.0,617,0.0,462,1.0,1948,249.0
2152,5,1518,1580.0,1518,1035.0,0,0.0,1940,0.0
2153,5,1509,1509.0,1509,870.0,0,1.0,1956,322.0
2154,5,864,864.0,864,864.0,0,0.0,1975,0.0
2155,6,1269,621.0,621,324.0,648,1.0,1962,280.0
2156,6,2814,1077.0,1093,779.0,1721,2.0,1995,614.0
2157,7,1626,1602.0,1626,1271.0,0,2.0,1994,534.0
2158,7,2200,812.0,1101,355.0,1099,2.0,1993,453.0
2159,7,2037,672.0,1302,0.0,735,2.0,1996,472.0
2160,7,1356,628.0,628,0.0,728,2.0,2007,484.0
2161,8,1615,1615.0,1615,0.0,0,3.0,2007,864.0
2162,9,2276,2271.0,2276,2085.0,0,3.0,2008,1348.0
2163,9,1766,1751.0,1766,1153.0,0,3.0,2008,874.0
2164,8,1511,1401.0,1511,770.0,0,3.0,1995,811.0
2165,6,1643,1182.0,1643,262.0,0,2.0,1966,438.0
2166,5,990,990.0,990,722.0,0,2.0,1994,528.0
2167,7,1418,1418.0,1418,1308.0,0,2.0,1997,558.0
2168,6,1771,864.0,872,688.0,899,2.0,1997,600.0
2169,7,1652,782.0,782,527.0,870,2.0,2000,532.0
2170,7,1823,928.0,928,663.0,895,2.0,2000,626.0
2171,5,1174,864.0,1174,781.0,0,2.0,1978,528.0
2172,5,1076,1076.0,1076,294.0,0,2.0,1975,576.0
2173,5,1558,864.0,1558,88.0,0,2.0,1975,440.0
2174,7,2161,1257.0,1290,0.0,871,2.0,2001,570.0
2175,9,1947,1357.0,1366,1194.0,581,3.0,2001,725.0
2176,8,1786,1778.0,1786,1538.0,0,3.0,2002,715.0
2177,7,2327,1129.0,1129,0.0,1198,2.0,2003,596.0
2178,8,1764,850.0,886,0.0,878,2.0,1999,560.0
2179,6,848,848.0,848,662.0,0,2.0,2004,420.0
2180,6,1838,1838.0,1838,1593.0,0,3.0,1997,721.0
2181,7,1445,1445.0,1445,24.0,0,2.0,2004,470.0
2182,7,1564,1564.0,1564,56.0,0,3.0,2007,814.0
2183,7,1361,1351.0,1361,24.0,0,2.0,2007,610.0
2184,5,1092,1092.0,1092,609.0,0,1.0,1966,264.0
2185,5,1033,456.0,1033,456.0,0,2.0,1976,504.0
2186,6,1127,1127.0,1127,1033.0,0,2.0,1976,480.0
2187,6,1117,1029.0,1117,368.0,0,2.0,1977,542.0
2188,6,1398,684.0,684,288.0,714,2.0,1976,440.0
2189,5,3820,0.0,3820,0.0,0,2.0,1959,624.0
2190,4,1152,0.0,1152,0.0,0,0.0,1955,0.0
2191,4,1152,0.0,1152,0.0,0,0.0,1955,0.0
2192,4,784,784.0,784,784.0,0,0.0,1955,0.0
2193,5,1053,585.0,585,0.0,468,0.0,1938,0.0
2194,5,1137,0.0,929,0.0,208,0.0,1947,0.0
2195,4,930,911.0,930,767.0,0,1.0,1953,286.0
2196,4,1204,416.0,1204,0.0,0,1.0,1954,312.0
2197,4,1292,949.0,949,224.0,343,1.0,1923,205.0
2198,7,1424,1228.0,1424,0.0,0,1.0,1921,312.0
2199,6,1920,960.0,960,281.0,960,2.0,1930,480.0
2200,6,1316,644.0,672,379.0,644,1.0,1926,369.0
2201,6,1264,676.0,676,0.0,588,2.0,1914,400.0
2202,8,1512,798.0,798,406.0,714,1.0,1925,180.0
2203,6,1603,784.0,819,0.0,784,2.0,1923,599.0
2204,5,1938,942.0,1265,606.0,673,1.0,1937,240.0
2205,5,1374,884.0,932,0.0,442,1.0,1938,225.0
2206,6,1091,1091.0,1091,500.0,0,1.0,1951,344.0
2207,8,1873,608.0,983,210.0,890,2.0,1935,786.0
2208,7,2161,832.0,1218,435.0,943,2.0,1950,506.0
2209,5,1898,1898.0,1898,1116.0,0,2.0,1956,484.0
2210,6,1032,516.0,516,366.0,516,2.0,1980,462.0
2211,6,919,894.0,919,299.0,0,1.0,1926,195.0
2212,6,1090,720.0,760,0.0,330,1.0,1940,240.0
2213,5,1200,780.0,780,0.0,420,0.0,1930,0.0
2214,5,1656,624.0,1092,257.0,564,1.0,1967,288.0
2215,5,912,520.0,912,0.0,0,1.0,1930,360.0
2216,5,1955,1151.0,1151,330.0,804,1.0,1958,356.0
2217,1,733,0.0,733,0.0,0,2.0,1952,487.0
2218,4,1361,173.0,825,0.0,536,1.0,1895,185.0
2219,4,1049,356.0,671,0.0,378,1.0,1910,195.0
2220,4,864,592.0,432,0.0,432,1.0,1920,216.0
2221,8,1648,1596.0,1648,1476.0,0,2.0,2007,525.0
2222,7,1646,1594.0,1646,1474.0,0,2.0,2004,482.0
2223,7,2032,1840.0,2032,700.0,0,3.0,1996,786.0
2224,7,1820,910.0,910,0.0,910,3.0,1996,816.0
2225,5,1872,0.0,936,0.0,936,2.0,1976,484.0
2226,4,1689,1680.0,1689,1383.0,0,2.0,1991,432.0
2227,7,1501,1277.0,1501,893.0,0,2.0,1986,512.0
2228,8,1537,1518.0,1537,1036.0,0,3.0,2006,788.0
2229,8,1780,920.0,920,770.0,860,2.0,2007,612.0
2230,5,1442,352.0,712,0.0,730,2.0,2006,400.0
2231,7,1612,796.0,796,0.0,816,3.0,2008,666.0
2232,6,1495,1495.0,1495,0.0,0,2.0,1989,438.0
2233,6,1256,1256.0,1256,920.0,0,2.0,1986,578.0
2234,8,1440,1432.0,1440,1029.0,0,2.0,2003,467.0
2235,6,1675,1666.0,1675,1223.0,0,2.0,1999,435.0
2236,8,1728,1884.0,1728,1011.0,0,2.0,2007,520.0
2237,8,1964,1964.0,1964,1571.0,0,3.0,2005,892.0
2238,7,1344,1344.0,1344,1309.0,0,4.0,1997,784.0
2239,5,1092,1092.0,1092,0.0,0,0.0,2007,0.0
2240,6,1189,1189.0,1189,864.0,0,2.0,1997,392.0
2241,4,1200,1200.0,1200,865.0,0,3.0,1964,850.0
2242,5,1040,1040.0,1040,769.0,0,2.0,1975,499.0
2243,5,1475,550.0,925,318.0,550,1.0,1976,336.0
2244,4,988,526.0,526,501.0,462,1.0,1973,297.0
2245,4,988,462.0,526,437.0,462,1.0,1973,297.0
2246,5,1160,1113.0,1160,785.0,0,1.0,1968,257.0
2247,6,1092,546.0,546,358.0,546,0.0,1970,0.0
2248,5,816,816.0,816,534.0,0,1.0,1983,264.0
2249,5,845,845.0,845,638.0,0,1.0,1982,264.0
2250,5,889,864.0,889,647.0,0,2.0,1984,484.0
2251,5,1836,686.0,1150,0.0,686,1.0,1900,288.0
2252,6,1587,1587.0,1587,838.0,0,2.0,1971,525.0
2253,6,1384,384.0,754,0.0,630,2.0,1997,390.0
2254,6,1694,392.0,924,186.0,770,2.0,1994,398.0
2255,6,1714,923.0,947,871.0,767,2.0,1999,451.0
2256,7,1553,691.0,691,414.0,862,2.0,1996,420.0
2257,6,2299,938.0,957,0.0,1342,2.0,1999,482.0
2258,7,1187,1168.0,1187,0.0,0,2.0,1992,420.0
2259,6,1642,903.0,910,0.0,732,2.0,1993,392.0
2260,6,1128,1302.0,1128,550.0,0,2.0,1964,480.0
2261,8,1179,1166.0,1179,248.0,0,2.0,1988,480.0
2262,8,1321,1312.0,1321,926.0,0,2.0,1990,484.0
2263,8,2541,1149.0,1164,986.0,1377,3.0,2005,729.0
2264,9,2338,2660.0,2338,1101.0,0,3.0,2006,1110.0
2265,5,1424,1100.0,1424,1047.0,0,3.0,1969,828.0
2266,9,1612,1612.0,1612,797.0,0,2.0,2006,556.0
2267,8,2234,2220.0,2234,1558.0,0,2.0,2006,724.0
2268,10,2042,1742.0,2042,1152.0,0,3.0,2006,724.0
2269,6,1284,1284.0,1284,256.0,0,2.0,1984,480.0
2270,7,1479,725.0,725,321.0,754,2.0,1981,484.0
2271,7,1664,1529.0,1664,1328.0,0,2.0,1978,663.0
2272,7,1930,780.0,1085,758.0,845,2.0,1979,481.0
2273,6,1177,1153.0,1177,781.0,0,2.0,1984,495.0
2274,6,1353,1259.0,1353,903.0,0,2.0,1979,478.0
2275,6,1220,1625.0,1220,492.0,0,2.0,1971,944.0
2276,7,1324,1228.0,1324,624.0,0,2.0,1976,585.0
2277,6,1877,1084.0,1084,931.0,793,2.0,1974,488.0
2278,5,1422,925.0,1422,566.0,0,2.0,1970,576.0
2279,5,914,914.0,914,81.0,0,1.0,1970,368.0
2280,4,914,914.0,914,314.0,0,1.0,1961,270.0
2281,6,1337,1337.0,1337,0.0,0,2.0,2001,511.0
2282,6,1337,1405.0,1337,930.0,0,2.0,1997,522.0
2283,6,1092,525.0,525,312.0,567,1.0,1973,264.0
2284,6,1218,672.0,672,0.0,546,1.0,1973,264.0
2285,7,1055,1061.0,1055,632.0,0,1.0,1978,319.0
2286,5,988,988.0,988,725.0,0,1.0,1966,360.0
2287,9,1816,1790.0,1816,1151.0,0,3.0,2006,730.0
2288,8,1694,1694.0,1694,0.0,0,3.0,2006,856.0
2289,8,2122,2108.0,2122,1518.0,0,3.0,2007,938.0
2290,9,2656,1934.0,1943,1304.0,713,3.0,2007,1040.0
2291,8,2550,1108.0,1148,0.0,1402,3.0,2006,670.0
2292,10,2046,1994.0,2046,1430.0,0,3.0,2005,878.0
2293,9,2552,2552.0,2552,1812.0,0,3.0,2007,932.0
2294,9,2758,1704.0,1722,0.0,1036,3.0,2005,814.0
2295,10,2290,2320.0,2290,1684.0,0,3.0,2007,1174.0
2296,8,2152,1582.0,1582,0.0,570,2.0,2007,728.0
2297,8,2100,918.0,958,778.0,1142,3.0,2007,786.0
2298,9,1802,1802.0,1802,0.0,0,3.0,2006,843.0
2299,8,2956,1706.0,1718,0.0,1238,3.0,2004,916.0
2300,8,2385,1317.0,1217,938.0,1168,3.0,2003,818.0
2301,8,1818,895.0,895,669.0,923,3.0,2007,774.0
2302,7,1614,1614.0,1614,1178.0,0,3.0,2005,878.0
2303,8,1721,1721.0,1721,119.0,0,2.0,2005,554.0
2304,8,1828,1298.0,1298,0.0,530,3.0,2006,876.0
2305,6,1302,1302.0,1302,866.0,0,2.0,2005,631.0
2306,6,1302,1302.0,1302,1030.0,0,2.0,2005,631.0
2307,6,1362,1362.0,1362,762.0,0,2.0,2005,460.0
2308,8,1554,1554.0,1554,24.0,0,2.0,2006,627.0
2309,9,1577,1577.0,1577,848.0,0,2.0,2005,564.0
2310,8,1324,1324.0,1324,24.0,0,2.0,2006,550.0
2311,7,1405,1405.0,1405,1000.0,0,2.0,2003,478.0
2312,6,1496,768.0,768,0.0,728,2.0,2007,572.0
2313,6,1536,768.0,768,0.0,768,2.0,2005,400.0
2314,7,1458,608.0,608,0.0,850,2.0,2006,454.0
2315,6,1495,738.0,738,0.0,757,2.0,2006,440.0
2316,6,1746,698.0,698,0.0,1048,3.0,2006,350.0
2317,6,1326,1326.0,1326,918.0,0,2.0,2005,388.0
2318,6,1504,752.0,752,0.0,752,2.0,2007,440.0
2319,7,1456,728.0,728,0.0,728,2.0,2007,400.0
2320,7,1258,1246.0,1258,0.0,0,2.0,2007,462.0
2321,8,1589,1406.0,1589,1084.0,0,3.0,2003,630.0
2322,7,1266,1266.0,1266,0.0,0,2.0,2007,388.0
